"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",747.194195359907,-0.350703020686574,0.168245681332213,-2.08446967499919,0.0371174658429292,0.163034808640128
"ENSG00000000005",0,NA,NA,NA,NA,NA
"ENSG00000000419",520.134160051965,0.206107766417853,0.10105921800778,2.0394751758517,0.0414026262995787,0.176031664877815
"ENSG00000000457",322.664843927049,0.0245269479387485,0.145145067648913,0.168982303953146,0.865810560623247,0.961694238404039
"ENSG00000000460",87.682625164828,-0.147142049222146,0.257007253994159,-0.572520996724435,0.566969065257096,0.815848587636494
"ENSG00000000938",0.319166568913118,-1.73228897394308,3.49360097648095,-0.495846258804286,0.620002884826012,NA
"ENSG00000000971",5760.14836162122,0.459281905807025,0.234311633845156,1.96013274402985,0.0499802769417745,0.200944465780823
"ENSG00000001036",2025.39179382894,-0.228243688351368,0.125005308318021,-1.82587196833835,0.0678695494947506,0.246790954885474
"ENSG00000001084",652.173308358757,-0.253030787429106,0.202576594239254,-1.24906230346761,0.211642286938371,0.495030491997163
"ENSG00000001167",411.684395281717,-0.533733396573746,0.22879146114853,-2.33283792102385,0.0196566535719795,0.105268747647677
"ENSG00000001460",201.336569053853,-0.123556348103814,0.161114727309582,-0.766884257988413,0.443150333999298,0.730583672001842
"ENSG00000001461",2918.77668675377,0.0021015239587252,0.2887043440426,0.00727915600194469,0.99419212509987,0.998014166808347
"ENSG00000001497",539.501702816792,-0.0573211492611275,0.109341581209561,-0.52423925671303,0.600112139777792,0.83762113364764
"ENSG00000001561",115.914401421895,0.286816638209829,0.715972980500755,0.40059701416278,0.688716844326717,0.887117297132055
"ENSG00000001617",604.297522477042,-0.192202806884426,0.198690550509968,-0.967347497860919,0.333370346698642,0.639074750800989
"ENSG00000001626",9.6724145714589,-0.286388065302669,0.58625860093147,-0.488501260105429,0.625194833385615,NA
"ENSG00000001629",1826.75812135437,-0.246091165637121,0.190393072928732,-1.29254264271073,0.196169288314713,0.474446482198391
"ENSG00000001630",979.608386428197,-0.179753249342185,0.121379855928368,-1.48091500000021,0.138629225358557,0.386406073065911
"ENSG00000001631",848.723819299268,-0.0712550209851216,0.153652803233841,-0.463740455660156,0.64283370875715,0.862101878962812
"ENSG00000002016",203.735815126675,-0.411582595769076,0.228455036441653,-1.80159125480341,0.0716097381873923,0.255785255860391
"ENSG00000002079",3.06484852801131,1.06112994552496,1.77213592723453,0.598785865811595,0.549315688866593,NA
"ENSG00000002330",688.667589034695,0.0103246419431419,0.096422502281544,0.107077100249846,0.914727814057705,0.976989457490277
"ENSG00000002549",1229.98469317186,0.164300728725484,0.177395585311394,0.926182736943969,0.354351022344639,0.656729477664828
"ENSG00000002586",8367.26727634875,0.0792894308760581,0.131640081099899,0.602319827012921,0.546961265484432,0.801490814630153
"ENSG00000002587",1.95953335698007,0.399056442749231,1.15881067603783,0.344367247386496,0.73057011704744,NA
"ENSG00000002726",1.53531673945229,0.804939605370153,1.80336251422429,0.446354850464658,0.655340940970154,NA
"ENSG00000002745",7.28561888515924,-0.616755840397446,1.0200531456104,-0.604631085205249,0.545424147474464,NA
"ENSG00000002746",126.130005973738,0.193681254724138,0.30834947877019,0.628122529983217,0.52992367496592,0.788533509270864
"ENSG00000002822",351.152304336473,-0.0573898319666829,0.150034116411122,-0.382511880227454,0.702081718534387,0.893013427123072
"ENSG00000002834",8609.18275618938,0.416875055371324,0.108296983616561,3.84936903549707,0.000118422479328876,0.00183011066268962
"ENSG00000002919",251.500095596273,0.341973669874906,0.144338780689638,2.36924316695059,0.0178245300399979,0.0988113131243662
"ENSG00000002933",546.441449222623,0.404466498425364,1.40062631378887,0.288775453126559,0.772753217770892,0.925756744262927
"ENSG00000003056",1837.96769229328,-0.00770187687694291,0.100389433711051,-0.0767199952448289,0.938846297516021,0.983555502335169
"ENSG00000003096",414.075308683702,-0.964578629321625,0.191741904270935,-5.03060941732725,4.88923265837666e-07,1.49289170586924e-05
"ENSG00000003137",106.506412172302,-1.03077632905588,0.583074413477086,-1.76782980907871,0.0770893599137176,0.267760568982177
"ENSG00000003147",9.33188603208963,0.254911504755548,0.570505284730342,0.446817078786634,0.655007138937468,NA
"ENSG00000003249",122.242063046478,-0.368497975015873,0.353315002467286,-1.04297290645051,0.296960841169563,0.600626063986288
"ENSG00000003393",860.859802380907,0.0548919352194814,0.166834695847327,0.329019901649917,0.742140645413628,0.91290773836821
"ENSG00000003400",95.3711570248671,-0.178398908375926,0.354603466799919,-0.503094089817756,0.614898121799604,0.845066429642014
"ENSG00000003402",3368.72335143759,1.16249955503504,0.126138593252382,9.21604978350342,3.08247089919166e-20,7.91254606241657e-18
"ENSG00000003436",5053.34063480256,-0.325443615737939,0.199411744750516,-1.63201829533713,0.102675632126583,0.3227271535924
"ENSG00000003509",302.835086615061,-0.100895148270208,0.125090107320384,-0.806579756237585,0.419908640719059,0.713270117058115
"ENSG00000003756",2957.87449781706,-0.183767842696333,0.0805067784639117,-2.28263813560382,0.0224516926499302,0.115147607579815
"ENSG00000003987",30.2673614014711,0.754687159849232,0.350816093211952,2.15123300912331,0.0314578128444941,0.146009370373847
"ENSG00000003989",39.5398447202775,0.586932349134463,0.730281578308852,0.803706907811711,0.421566263728745,0.714323233852298
"ENSG00000004059",1684.3217819095,0.379689771039637,0.114194253668035,3.32494638603622,0.000884355393100322,0.00941039458770139
"ENSG00000004139",312.643392000576,-0.0807770695340606,0.204992488865409,-0.394048923358826,0.693544919623291,0.889780575000758
"ENSG00000004142",1468.18173216884,0.152287930258555,0.127375714151043,1.19558058043915,0.231860273430026,0.523015168468534
"ENSG00000004399",3661.96471974267,-0.0519472643852764,0.217224517165828,-0.239140890094004,0.810996335735904,0.941262894070064
"ENSG00000004455",1236.90625297069,-0.091856797210601,0.164577790992189,-0.558136044096987,0.57675148936149,0.821567090517284
"ENSG00000004468",5.59935950029571,0.241581280751396,0.81416076939034,0.296724295537227,0.7666770068057,NA
"ENSG00000004478",612.469678830193,-0.00303832191426468,0.166569999964863,-0.0182405109858054,0.985446984911825,0.995355988415708
"ENSG00000004487",1255.80031118487,-0.334105525804002,0.096038368546061,-3.47887548343516,0.000503522488025932,0.00602833840407332
"ENSG00000004534",1306.14906893784,-0.303531255147881,0.158959516857622,-1.90948778121759,0.0561991964859878,0.217793457210922
"ENSG00000004660",79.865424377978,-0.645176178926601,0.378102799641789,-1.70635123447336,0.0879427042565628,0.291633951382887
"ENSG00000004700",1510.20849871797,0.409553280859455,0.11916232676426,3.43693591742026,0.000588334782685471,0.00677211546902763
"ENSG00000004766",495.212595858396,-0.114356684939036,0.129941106528452,-0.880065500396492,0.378823827180971,0.677801189334329
"ENSG00000004776",12520.3502740741,-0.15454222415293,0.245604661253624,-0.629231641468489,0.529197416701744,0.787974866397338
"ENSG00000004777",104.39554381318,-0.471433085352406,0.409422542901983,-1.15145854454152,0.24954364057799,0.54451112867472
"ENSG00000004779",366.340319770589,0.109903471791754,0.136529808339617,0.804977851564622,0.42083246094338,0.713813439523796
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035602,0.00495960938100026,0.037878610224533
"ENSG00000004809",1.40994350389939,0.0528321817689621,1.54297791913041,0.0342404004062076,0.972685450550253,NA
"ENSG00000004838",16.3434516100777,-0.923936691699508,0.411508242280385,-2.24524467986227,0.0247524292439188,0.123402931984464
"ENSG00000004846",22.073292550198,-1.58995194445539,0.649411531148379,-2.44829644716012,0.014353350643093,0.0843950499161628
"ENSG00000004848",0.13880171053401,0.894699722854173,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735174612771,0.274609505269822,0.203829497475986,0.838486741058148,0.953154821986464
"ENSG00000004866",523.884326788918,-0.614081619055338,0.212089244657935,-2.8953925506489,0.00378684648083652,0.0307827451451668
"ENSG00000004897",1680.01793286077,-0.161864823437836,0.100728098672347,-1.6069480668384,0.108065760928681,0.333625081480347
"ENSG00000004939",8.67357060287904,-0.609551433429198,0.56708221122813,-1.07489076779378,0.282423635832601,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362112576137,0.141786728979918,-1.17332640207603,0.240664938543871,0.533196504295007
"ENSG00000004975",1003.16479833127,-0.34674794030398,0.162599798918387,-2.13252379529707,0.0329638104603998,0.150963685945798
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287272783182,0.0941992558619113,2.3491403489171,0.0188168126291735,0.102326975680012
"ENSG00000005020",752.819690039845,0.0733029402924768,0.150904592180228,0.485756856258755,0.627139566831413,0.852988660948518
"ENSG00000005022",1300.3667432696,-0.0771831248020317,0.11684544528685,-0.660557410796377,0.508896189254758,0.776204976275051
"ENSG00000005059",215.744400092371,0.223333752600761,0.257311169186247,0.867952033745985,0.385420591811694,0.684393816741482
"ENSG00000005073",0.424982332670398,-1.07930236636273,2.58025387819655,-0.418293089483544,0.675732841559486,NA
"ENSG00000005075",614.656589191918,0.0987773493243766,0.160706698121649,0.614643636381637,0.538790090090405,0.795453866953619
"ENSG00000005100",502.327471136299,0.314431865484897,0.130849122696954,2.40301088004327,0.0162607036284907,0.0927224334283804
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.63314643041308,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.93182543382355,0.623894022305263,1.49356365105165,0.135289705995319,0.380706539817746
"ENSG00000005156",284.20157559638,-0.385473065910837,0.204307350859592,-1.88673126193951,0.0591964806359639,0.225599068754825
"ENSG00000005175",347.42491006876,-0.199143010245013,0.288689162981773,-0.689818101199682,0.490308584009201,0.762986007708102
"ENSG00000005187",26.7924966379797,-0.327506483008799,0.4124510205235,-0.794049394260472,0.427166676532648,0.718188201164183
"ENSG00000005189",79.0300154216569,-0.439826193614094,0.271072683960948,-1.62253970849183,0.104687838020331,0.326813571140349
"ENSG00000005194",458.750922474384,0.128001736266057,0.161088911317401,0.794603025243924,0.426844458012671,0.717819384264013
"ENSG00000005206",687.428245938322,0.101318274776555,0.139402935093017,0.72680158928469,0.467347509363532,0.74750286320674
"ENSG00000005238",705.733199499233,-0.205823489524855,0.115328505482397,-1.78467143629353,0.0743146266790769,0.261378314225411
"ENSG00000005243",993.989596404182,-0.106568977506587,0.185248561010159,-0.57527560227981,0.565104919210259,0.815101050345444
"ENSG00000005249",301.336933757971,0.660280961014492,0.225566737067499,2.927208903221,0.00342019064574567,0.0283984579659091
"ENSG00000005302",469.935385547665,0.190286827870609,0.159050032795273,1.19639603039594,0.231542049696145,0.522725930277585
"ENSG00000005339",2604.13968768159,-0.104401332172604,0.135777656823052,-0.768913933377584,0.441944405342342,0.72997800760065
"ENSG00000005379",158.961412885247,0.120941682055549,0.284870280470188,0.424550015733233,0.67116473731159,0.87782840821512
"ENSG00000005381",7.12408517617175,1.17019134148196,1.30316102491656,0.897963735185287,0.36920488357481,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.156959065151074,0.139209882250312,1.12749944625948,0.25953137449762,0.556980670429905
"ENSG00000005448",234.24445737531,0.280155169186999,0.158303055514916,1.76973949287165,0.0767705476693229,0.267100837227635
"ENSG00000005469",422.232491862876,-0.273993709010033,0.243915852509352,-1.12331243005015,0.261304826511583,0.559599826341427
"ENSG00000005471",33.2839581855106,-1.22916811609897,0.509500416058443,-2.41249678578864,0.0158436771390064,0.0909944976375626
"ENSG00000005483",1867.57277020935,0.0138035781207315,0.131030399673775,0.105346378818183,0.916100962712866,0.97720447107243
"ENSG00000005486",856.445860419445,-0.151783526798126,0.189515705010207,-0.800902103548361,0.42318832223559,0.715624609470536
"ENSG00000005513",4.19025057528613,-0.664739149857417,1.01931793248412,-0.652141131508811,0.514310132051219,NA
"ENSG00000005700",579.449582755315,-0.0875213502560911,0.132880287579942,-0.658648109889417,0.510121761432209,0.777127043949821
"ENSG00000005801",220.819344240061,-0.245459370014983,0.221066529574989,-1.11034162650895,0.266851841957445,0.566032373451751
"ENSG00000005810",2862.99024994653,-0.0627162845815654,0.120435293399109,-0.520746724747294,0.602543220207872,0.839002388564208
"ENSG00000005812",1499.03049853399,0.408597279763829,0.171642594415242,2.38051214010049,0.0172885913590353,0.0969483723698852
"ENSG00000005844",3.21951546901152,-0.938815055266337,1.14112424413906,-0.822710638292189,0.410672564196949,NA
"ENSG00000005882",1066.40685200078,-0.127921181717233,0.145631561058481,-0.878389140289887,0.37973257569991,0.678398065188247
"ENSG00000005884",1294.27596518976,0.333534620078872,0.276376751675688,1.20681141976173,0.227504777129999,0.516885666011675
"ENSG00000005889",800.115454708102,0.016293563413616,0.227734262436133,0.0715463858592004,0.942962908542757,0.985126994074708
"ENSG00000005893",5133.58060707205,0.0430752555250835,0.0826645473303358,0.521084998541762,0.60230756079737,0.838954107263512
"ENSG00000005961",10.2882547896421,-0.619822633493393,0.637196518928907,-0.972733866367133,0.330685588883069,0.636855702394974
"ENSG00000005981",6.43695995371267,-0.629663993690683,0.791503566239667,-0.795528940800781,0.42630588303849,NA
"ENSG00000006007",2603.73463702376,0.180766912818251,0.14693923934716,1.23021538440912,0.218616460354944,0.505067943660806
"ENSG00000006015",386.908775735769,-0.0531752737518217,0.320215053322722,-0.166061130481052,0.868108842763819,0.962595056356975
"ENSG00000006016",160.452316906975,0.192130469942425,0.492939506101144,0.389764803925052,0.696710471903277,0.890964643172177
"ENSG00000006025",160.463406583492,-0.652554601970748,0.315114137861954,-2.07085155365711,0.03837267073376,0.166902383188626
"ENSG00000006042",3151.10977435982,0.00904096047031034,0.0981847999686491,0.0920810601355522,0.926633636335606,0.979848296697805
"ENSG00000006047",0.673880264953231,-0.288288992773988,2.11000864919764,-0.136629294331857,0.891323820108192,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742450786,0.273247251713718,-2.137945537556,0.0325211637496955,0.149433563406899
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557138430566,3.11297552343778,-0.326238152744654,0.744244177341373,NA
"ENSG00000006118",458.98540697157,-0.549888036433407,0.221087251531512,-2.48719920585303,0.0128753281273063,0.0782491350273087
"ENSG00000006125",6730.77886718365,0.0802578614252485,0.108527831421776,0.739514098584899,0.459594881895334,0.741708295859628
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA
"ENSG00000006194",551.635247266725,0.111690123228167,0.102590118814063,1.08870254288912,0.276285080079191,0.576796707389861
"ENSG00000006210",15.8841012169951,0.950279868961462,0.613169636815649,1.54978298321573,0.121193612700087,0.357444452647092
"ENSG00000006282",1394.30895675099,-0.106981530767093,0.168558648654019,-0.634684316831952,0.52563432422801,0.786189060176302
"ENSG00000006283",61.3642320498775,-1.17347549844747,0.46120991394331,-2.54434144403866,0.0109484004700163,0.0691754380969534
"ENSG00000006327",587.259201120954,-0.146104464368188,0.321307056543415,-0.454719127366711,0.649311318366877,0.865653161678375
"ENSG00000006377",0.186293186425353,0.894699722854173,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218563956252843,0.735202753905318,-0.297283919424751,0.766249757437091,NA
"ENSG00000006451",1108.16420749476,-0.569179433484935,0.210671518781754,-2.70173888134627,0.00689779102961612,0.0483025745821665
"ENSG00000006453",212.928764376348,-0.273778930114749,0.157637938515337,-1.73675786865299,0.0824299185433385,0.279409381454535
"ENSG00000006459",410.885814318294,0.00560167733292493,0.312423497967609,0.01792975678643,0.985694890343927,0.995355988415708
"ENSG00000006468",210.179164493274,0.0486120622107063,0.406144751487421,0.119691469685807,0.904727557983782,0.973229552217087
"ENSG00000006530",277.887455661785,0.0331563103437857,0.201432210450877,0.164602822307168,0.869256609641159,0.962892622002129
"ENSG00000006534",1145.46216651212,0.427916521981315,0.262825503337203,1.62813926558832,0.10349535933124,0.324386841281379
"ENSG00000006555",4.76708315841851,-0.610580002302976,0.811523360993243,-0.752387462457855,0.45181808407935,NA
"ENSG00000006576",1076.37418478476,-0.416587761528718,0.195871238274494,-2.12684498856801,0.0334329648955074,0.151963461387293
"ENSG00000006606",4.01454411368169,-0.433957880933918,0.899385404111226,-0.482504918303356,0.629447305386622,NA
"ENSG00000006607",957.991889094816,0.595861925335484,0.15505366003148,3.84294008419091,0.000121569155341039,0.00186730715784994
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719218236894,0.251338881256233,-0.432560285513715,0.6653342467145,0.874771001518457
"ENSG00000006634",92.842938687114,-0.448347904396852,0.297818726994176,-1.50543892562411,0.132211267771889,0.375554705006078
"ENSG00000006638",64.0929103692678,-0.485251401133259,0.293993814907964,-1.65054969365655,0.0988305582830386,0.315141721615281
"ENSG00000006652",1086.50811752792,-0.0509940198886965,0.218671138829607,-0.233199589857316,0.815606424317675,0.94327707650354
"ENSG00000006659",1.43778491344811,-0.485808154121947,1.54326977279609,-0.314791465941667,0.75291999176582,NA
"ENSG00000006695",181.541477163383,0.196125214278249,0.202800613535888,0.967083929672341,0.333502078446728,0.639110335072213
"ENSG00000006704",291.607449568848,-0.04137238997082,0.235419432245801,-0.175739061028841,0.860498946582114,0.960055439907179
"ENSG00000006712",1114.82190220928,-0.238931913803276,0.129796464174224,-1.84081989693156,0.0656479560426283,0.241670745880998
"ENSG00000006715",2208.49179423824,-0.139604325402338,0.134206350802063,-1.04022145426066,0.298237026187016,0.601918944776433
"ENSG00000006740",43.379700039727,-0.0199689503687528,0.379717673167716,-0.0525889411524251,0.958059428460524,0.99009280409653
"ENSG00000006744",938.900417504683,0.251716749270147,0.153817421524371,1.6364644965152,0.101742410330469,0.320684454621219
